rank,spotify_id,track_name,artists,search_query
415,5CfdyTuRzNFQyURSWFRBJZ,Break It,Kelvyn Boy,Kelvyn Boy Break It
416,6MM54UW97YvBPPz2Z0Eokf,Hmmm (feat. Davido),Chris Brown; Davido,Chris Brown Davido Hmmm (feat. Davido)
417,6TQJuIWHsrgXTL7RD7K4Ti,My Head,E'Major,E'Major My Head
418,2sghtIUWplVFKBRIHsVmFu,Safer,Tyla,Tyla Safer
419,2FDTHlrBguDzQkp7PVj16Q,Sprinter,Dave; Central Cee,Dave Central Cee Sprinter
420,36GYWNzc0MwGSSmXZLP6bX,iseoluwa,Fireboy DML,Fireboy DML iseoluwa
421,4swwVMD32piZe5BwgpYRTF,MACHO (feat. NLE Choppa),Seyi Vibez; NLE Choppa,Seyi Vibez NLE Choppa MACHO (feat. NLE Choppa)
422,5GX1wsJfvSXUobjDJgrVBD,BENIN BOYS,Rema; Shallipopi,Rema Shallipopi BENIN BOYS
423,4ibxmEgdIWYAQjXl0ivFmW,Jowo,Davido,Davido Jowo
424,13HwOA5rfBYsrWEj4fW4wy,Right Now,Darkoo; Davido; Rvssian,Darkoo Davido Rvssian Right Now
425,4VG9WzSYRAsHIVgkZXRX1C,Loner,Bella Shmurda,Bella Shmurda Loner
426,6PczP7McR5UyseBwf3QMBd,Big Flexa,Costa Titch; Sdida; Alfa Kat; Man T; C'buda M; Banaba Des,Costa Titch Sdida Alfa Kat Man T C'buda M Banaba Des Big Flexa
427,7LRmDx4pMTQuOBBwRT1MCT,Don't Rush (feat. Headie One),Young T & Bugsey; Headie One,Young T & Bugsey Headie One Don't Rush (feat. Headie One)
428,5nUiz96J8ZSmwoSuL4sGvh,Gum Body (feat. Jorja Smith),Burna Boy; Jorja Smith,Burna Boy Jorja Smith Gum Body (feat. Jorja Smith)
429,5s7j77zpP6e9uz2Q1DU851,I Like (feat. WizKid),Kojo Funds; Wizkid,Kojo Funds Wizkid I Like (feat. WizKid)
430,0PmnXWLh2KXKF4K65HH0SY,C'mon Look! (feat. Asake),Sarz; Asake,Sarz Asake C'mon Look! (feat. Asake)
431,0b3NkRxZt5FYAinS8rk1Xi,Carry,Tmaro,Tmaro Carry
432,5Ig0OEh723kKB4pbN0xGGg,It's You,Aredikay; zzamar,Aredikay zzamar It's You
433,1Bhm5HNO1cq8olDbBmokyL,Copines,Aya Nakamura,Aya Nakamura Copines
434,4Ddq2ZrV5GaLs4wu9dbd76,Ohemaa,Chop Daily; He3b; Bisa Kdei,Chop Daily He3b Bisa Kdei Ohemaa
435,5dNifN92fKRGXWas8YQ80O,Bounce,Lexsil; Otile Brown,Lexsil Otile Brown Bounce
436,7MaM9JVq1UXAGZQ4JFNXMg,Big Big Things (feat. Kizz Daniel & Seyi Vibez),Young Jonn; Kizz Daniel; Seyi Vibez,Young Jonn Kizz Daniel Seyi Vibez Big Big Things (feat. Kizz Daniel & Seyi Vibez)
437,0tdbVxn9Qewgtv2lUgD8aD,Till We Die (feat. Ruger),Sarkodie; Ruger,Sarkodie Ruger Till We Die (feat. Ruger)
438,5ildQOEKmJuWGl2vRkFdYc,DESPECHÁ,ROSALÍA,ROSALÍA DESPECHÁ
439,4vI2KCvXTAPR3vfiWg1J78,Terminator,Asake,Asake Terminator
440,6zF39FfmenMgLFBuzc7Qi1,Into The Future,Stonebwoy,Stonebwoy Into The Future
441,1ln2sDL64h9Y0PJIrUogM6,Shopping Spree (feat. Chris Brown & Young Thug),Davido; Chris Brown; Young Thug,Davido Chris Brown Young Thug Shopping Spree (feat. Chris Brown & Young Thug)
442,5dFSwQk7dEGgccEpyzqskS,Big Thug Boys,AV,AV Big Thug Boys
443,3qF8DcoQpQ1IXlMbTKHylP,Pull Up,Timaya; Burna Boy,Timaya Burna Boy Pull Up
444,5gL8d9dzG8wU4BYgJOGy0B,Monica,Kuami Eugene,Kuami Eugene Monica
445,6u06O02Qv5ZdwD0x9SqEbX,All of This (Jorja Smith x GuiltyBeatz),Jorja Smith; GuiltyBeatz,Jorja Smith GuiltyBeatz All of This (Jorja Smith x GuiltyBeatz)
446,4lkI6BidQ1dC19KaCb0SUn,GoodSin,Olivetheboy,Olivetheboy GoodSin
447,6yIh43XrY4Mc5xOxeagVhp,Le temps,Tayc,Tayc Le temps
448,1zIk8RJEKGvoH4FioFnGyJ,On the Low,Burna Boy,Burna Boy On the Low
449,3qe7VcbqjYNvFwhP0sFItH,N'y pense plus,Tayc,Tayc N'y pense plus
450,2LP8KwtvzUx1onvXKQCoKR,WOTOWOTO SEASONING (feat. Black Sherif),ODUMODUBLVCK; Black Sherif,ODUMODUBLVCK Black Sherif WOTOWOTO SEASONING (feat. Black Sherif)
451,0x7K0Gxgm4rNPB5Kx12Bvn,Likor (feat. Stonebwoy),KiDi; Stonebwoy,KiDi Stonebwoy Likor (feat. Stonebwoy)
452,0314PeD1sQNonfVWix3B2K,ENERGY (feat. Beam),Beyoncé; BEAM,Beyoncé BEAM ENERGY (feat. Beam)
453,2gOBTGJTMUjr4p2CUlMW00,Feeling Alright,Qing Madi,Qing Madi Feeling Alright
454,1Cyd4IymecNCe9oAO42KfE,Just a Little Bit,DJ Boat; Dr. Chaii,DJ Boat Dr. Chaii Just a Little Bit
455,6iOndD4OFo7GkaDypWQIou,La Plena - W Sound 05,W Sound; Beéle; Ovy On The Drums,W Sound Beéle Ovy On The Drums La Plena - W Sound 05
456,3w2PO4US2zMxFDxEjWT9yB,Be Easy,Odeal; brazy,Odeal brazy Be Easy
457,0ygsbxggnpHGN9SmvSsAzj,So Fine,KiDi,KiDi So Fine
458,5s33nLb8BCeeKep2rfG7To,Bae Bae,Ruger; BNXN,Ruger BNXN Bae Bae
459,5TFD2bmFKGhoCRbX61nXY5,NUEVAYoL,Bad Bunny,Bad Bunny NUEVAYoL
460,0fK7ie6XwGxQTIkpFoWkd1,like JENNIE,JENNIE,JENNIE like JENNIE
461,6J5kc12BW5HuP3d7C3vvx8,EoO,Bad Bunny,Bad Bunny EoO
462,6DXEZzM4wBa3EOl0NCNSvz,Did You See,J Hus,J Hus Did You See
463,0ZozwNxlrIRfBAhAibtM4M,Hit & Run (feat. Masicka & Di Genius),Shenseea; Masicka; Di Genius,Shenseea Masicka Di Genius Hit & Run (feat. Masicka & Di Genius)
464,6qk3jI8bKCgURI3h0d8zBZ,Again,Wande Coal,Wande Coal Again
465,6t2X8OIGbNqkNrF6k9bkPd,JELO (feat. Young Jonn),Pheelz; Young Jonn,Pheelz Young Jonn JELO (feat. Young Jonn)
466,2u9S9JJ6hTZS3Vf22HOZKg,NOKIA,Drake,Drake NOKIA
467,6AI3ezQ4o3HUoP6Dhudph3,Not Like Us,Kendrick Lamar,Kendrick Lamar Not Like Us
468,0TTOsyDKykWhCh3qDd9wMY,Talibans,Byron Messia,Byron Messia Talibans
469,6WatFBLVB0x077xWeoVc2k,Si Antes Te Hubiera Conocido,KAROL G,KAROL G Si Antes Te Hubiera Conocido
470,5YLGlPYkZBDXieMwzVve7g,MOVE (feat. Grace Jones & Tems),Beyoncé; Grace Jones; Tems,Beyoncé Grace Jones Tems MOVE (feat. Grace Jones & Tems)
471,5bhYAsnG12L5MN5iDOE2N8,PRITI PRITI,Mack H.D; Kobi Jonz,Mack H.D Kobi Jonz PRITI PRITI
472,6TTR7tXftck5lU7BPRY7bV,Santorini Coffee,melvitto,melvitto Santorini Coffee
473,5nPbKG04fhLkIAjcPFaZq7,I Adore You (feat. Daecolm),HUGEL; Topic; Arash; Daecolm,HUGEL Topic Arash Daecolm I Adore You (feat. Daecolm)
474,7koAf6aZgjO6TS7bipfPD0,YO y TÚ,Ovy On The Drums; Quevedo; Beéle,Ovy On The Drums Quevedo Beéle YO y TÚ
475,18t2ofQiViidZHxOBVjpD1,Koroba,Tiwa Savage,Tiwa Savage Koroba
476,57GsLpRtEtrzcPGPop20rS,What Did I Miss?,Drake,Drake What Did I Miss?
477,0aB0v4027ukVziUGwVGYpG,tv off (feat. lefty gunplay),Kendrick Lamar; Lefty Gunplay,Kendrick Lamar Lefty Gunplay tv off (feat. lefty gunplay)
478,35056uy2b4M1qJ3Z1ed3sf,Sere,SPINALL; Fireboy DML,SPINALL Fireboy DML Sere
479,3ibXZkzvCPZ6lWbfubSolQ,THIS YEAR (Blessings),Victor Thompson; Ehis 'D' Greatest,Victor Thompson Ehis 'D' Greatest THIS YEAR (Blessings)
480,3cZajhyr8LmtPfHZ9296tj,No Broke Boys,Disco Lines; Tinashe,Disco Lines Tinashe No Broke Boys
481,3jAshemiRYWukWLtT3Ivrb,SOLEAO,Myke Towers; Quevedo,Myke Towers Quevedo SOLEAO
482,31jkD22MNUrpebszwU7ZFz,Red Flags,Ruger,Ruger Red Flags
483,03cKmr45ZcgYzng3s76STy,Feel,Fireboy DML,Fireboy DML Feel
484,4xU4XeklG562EnanWzpY3A,wiggy,Young Miko,Young Miko wiggy
485,3R60ekRcGXuaoZmnbdlf3n,Play Play (feat. Burna Boy),J Hus; Burna Boy,J Hus Burna Boy Play Play (feat. Burna Boy)
486,4WYbYaibpIWj1FLbMUH2Yb,Showa,Kizz Daniel,Kizz Daniel Showa
487,72PVbRKkUimweUPV0nKAPs,ALL I CAN TAKE,Justin Bieber,Justin Bieber ALL I CAN TAKE
488,6eACyidPDx35GXnZVagFo9,Highest vibration,Kokcii,Kokcii Highest vibration
489,6OCNg7QchXJMww1LHMjIzb,Hiekka,Nicky Jam; Beéle,Nicky Jam Beéle Hiekka
490,4zbEItKoaRId1vRZkoO0Uh,Imagínate,Danny Ocean; Kapo,Danny Ocean Kapo Imagínate
491,0z0qRN3HNUCOG9y1R7umuD,Do Like That,Korede Bello,Korede Bello Do Like That
492,51psaXOJAkOUdRQrp2Wjsa,Leg Over,Mr Eazi,Mr Eazi Leg Over
493,0nj9Bq5sHDiTxSHunhgkFb,squabble up,Kendrick Lamar,Kendrick Lamar squabble up
494,4hbadZZrbM08KZIQZomWaI,Not An Angel,Tems,Tems Not An Angel
495,1KCCxeit3q5wJXxDmRgbl3,OVER DEM,Davido,Davido OVER DEM
496,7ricDBUakN3N0YkkKE8Obu,mi refe,Beéle; Ovy On The Drums,Beéle Ovy On The Drums mi refe
497,61C7zXd4t2Zuhz6DRwgsLM,Volver,Piso 21; Marc Anthony; Beéle,Piso 21 Marc Anthony Beéle Volver
498,3ES1fBQACydIODlZmQS359,Overloading (OVERDOSE),Mavins; Crayon; Ayra Starr; LADIPOE; Magixx; Boy Spyce,Mavins Crayon Ayra Starr LADIPOE Magixx Boy Spyce Overloading (OVERDOSE)
499,5QjmUqgpPQgXgg4606DqZF,UWAIE,Kapo,Kapo UWAIE
500,20hZEnFjyvUIk4YkONRGMZ,Lo Lo,Omah Lay,Omah Lay Lo Lo
501,01bd6lyQR2ZiicAifXtlr9,Un Gatito Me Llamó,KAROL G,KAROL G Un Gatito Me Llamó
502,4XDAismaOMDkVgVW5eQSfk,Introduction,Asake,Asake Introduction
503,5zq5fYXIE7X842DD5HBiiB,Talibans II,Burna Boy; Byron Messia,Burna Boy Byron Messia Talibans II
504,480j122Gpi252OIfy4SNzm,Yamore,MoBlack; Salif Keita; Benja (NL); Franc Fala; Cesária Evora,MoBlack Salif Keita Benja (NL) Franc Fala Cesária Evora Yamore
505,0dgdDB39uUoC8WICmTE2U8,No Bad Vibes,Jazzy; KILIMANJARO,Jazzy KILIMANJARO No Bad Vibes
506,5ZUIPLoTLJZrPQh2kFZEUM,Addicted,Zerb; The Chainsmokers; Ink,Zerb The Chainsmokers Ink Addicted
507,5srIkb35ees5dhgjK3zdfz,Collateral Damage,Burna Boy,Burna Boy Collateral Damage
508,139nLHDFZNr3anx8CpUy7u,Outside,Cardi B,Cardi B Outside
509,1fTjqf10accJCDYstPwwZ6,OHNANA,Kapo,Kapo OHNANA
510,2dKkVF2m160z0RNDN2dddc,NISSAN ALTIMA,Doechii,Doechii NISSAN ALTIMA
511,0io16MKpbeDIdYzmGpQaES,Embrace It,Ndotz,Ndotz Embrace It
512,1hsFJ92y0FU2cFOOLkEFVr,Hamba Wena,Deep London; Boohle,Deep London Boohle Hamba Wena
513,5jFA0f4ZDGLbQP4nxzL8D4,HAY LUPITA,Lomiiel,Lomiiel HAY LUPITA
514,0WS1qLcXKsCGt5e3dqq30S,Forever (feat. Malou & Yuna),HUGEL; Diplo; Malou; Yuna,HUGEL Diplo Malou Yuna Forever (feat. Malou & Yuna)
515,1pymWRCuZfCd0zdiBJo0Hj,REAL GANGSTA LOVE,Trueno,Trueno REAL GANGSTA LOVE
516,5xeSd4HgzrYpNLEf3LfYLK,WHATCHU KNO ABOUT ME (feat. Sexyy Red),GloRilla; Sexyy Red,GloRilla Sexyy Red WHATCHU KNO ABOUT ME (feat. Sexyy Red)
517,4zhdSsssstuVDXyGDb3pYi,Bodies,Offset; JID,Offset JID Bodies
518,6WZVnqQ9OZRSGZmXyHHlV3,Ojapiano,KCee,KCee Ojapiano
519,0lwegRNqxrSXhrttOUEpFq,In My Maserati,Olakira,Olakira In My Maserati
520,1JKo6V7VgO6MM2uj7iVkHh,Jump,Levi,Levi Jump
521,1NKjc6bRHutPoaVtYclFC3,Your Body,Marten Lou,Marten Lou Your Body
522,4TFjpINnVhINpTdrtNQIvx,X TI,Kapo; Feid,Kapo Feid X TI
523,1cMU20gleQO9xYjCeni3DJ,Carita Angelikal,Rels B; Kapo,Rels B Kapo Carita Angelikal
524,4GZOxR1IuvoRiUz0gpmASl,sobelove,Beéle,Beéle sobelove
525,3h3xeg5OGNYVM0U9rOAc6j,Touch It,KiDi,KiDi Touch It
526,0s3ZpsAaVCbWxDhLq2B2wh,Scatter,Fireboy DML,Fireboy DML Scatter
527,7Ib4gUHHG0SnLHN90cg3Ey,Ojapiano,KCee,KCee Ojapiano
528,6NIJqFHB5cHAn064JCP7Li,Move,Adam Port; Stryv; Keinemusik; Orso; Malachiii,Adam Port Stryv Keinemusik Orso Malachiii Move
529,3nnStd7PMGgrN0tfmdhv3j,Positions,Stryv; Malachiii; Adam Port,Stryv Malachiii Adam Port Positions
530,2nljjiWhzVIugb5vgEMQQk,My Love (2024),Alex Wann; Route 94; Jess Glynne,Alex Wann Route 94 Jess Glynne My Love (2024)
531,47mrF6zAW9O863QYOHSF8D,TATATA,BeteSins; BetejayMadeIt,BeteSins BetejayMadeIt TATATA
532,43J20QsNeYhG23RcLHIGIn,KORAZONG,Kapo,Kapo KORAZONG
533,79mv2n8KDrR9T7xKGk1Swq,Sigo Pensando En Ti,Kenneth,Kenneth Sigo Pensando En Ti
534,5ru2w4Y7xP58IXE6m4orW0,ILY,Kapo; Myke Towers,Kapo Myke Towers ILY
535,3LBYHlDSJOeUWSvCHXDWy5,Vitamina,Danny Ocean,Danny Ocean Vitamina
536,5bi0gh89wRuH2OgjdAKFsb,Santa,Rvssian; Rauw Alejandro; Ayra Starr,Rvssian Rauw Alejandro Ayra Starr Santa
537,1Cg51Jk6EoXBQ0KiwzWJfm,Playboy,Fireboy DML,Fireboy DML Playboy
538,3SBBYSbzkLvx96bKzneYsF,Melrose Place,KeBlack; Guy2Bezbar,KeBlack Guy2Bezbar Melrose Place
539,3Q3cmIGrJM7fDpXdo0gEPG,Trumpet,Olamide; CKay,Olamide CKay Trumpet
540,01WFjqzUwrD4nfSQsHMVNm,Ma Tnsani (Yalla Habibi),Vanco; AYA,Vanco AYA Ma Tnsani (Yalla Habibi)
541,0nZUQdt97RJ429I0FuAO2r,Crazy For It,Rampa; Adam Port; &ME; Boys Noize; Vinson; Keinemusik,Rampa Adam Port &ME Boys Noize Vinson Keinemusik Crazy For It
542,3wlEt7tgbcyowpdlcnCwfz,Sauti,Francis Mercier; Faul & Wad; African Children's Choir,Francis Mercier Faul & Wad African Children's Choir Sauti
543,6sgYrldk8IdtSERq4eGZj1,Life Is Simple (Move Your Body) [Feat Salomé Das],Maesic; Marshall Jefferson; Salomé Das,Maesic Marshall Jefferson Salomé Das Life Is Simple (Move Your Body) [Feat Salomé Das]
544,6pFD81uwGh25w62Ut3XSqd,EXPECTATIVAS,Myke Towers,Myke Towers EXPECTATIVAS
545,4dnjLEblR5XKUMJ5ELQceh,BLISS,Tyla,Tyla BLISS
546,3k6Y1ESBwF1low4hHsY4wu,Sinner,Adekunle Gold; Lucky Daye,Adekunle Gold Lucky Daye Sinner
547,2jWZ9NZotZb2hN5obKx2FA,Loosen Up,HUGEL; Dawty; Preston Harris,HUGEL Dawty Preston Harris Loosen Up
548,14e2ob5d6fW1TTn5ZlXF5N,Si Ai - Marshmello & UKAY Remix,Tayna; Marshmello; UKAY,Tayna Marshmello UKAY Si Ai - Marshmello & UKAY Remix
549,5QwJtoSfJqEPHlNCm46uex,A Gira,unfazed,unfazed A Gira
550,1P9ZF3ZxRWNTDgJkZOgkI9,Famax - Edit,RAFFA GUIDO,RAFFA GUIDO Famax - Edit
551,1h1oC8n5nh3IKxCmpUtw85,Pree Me,Burna Boy,Burna Boy Pree Me
552,0TsqrYn4ta8Xkvez2oHx7B,Bésame,Alejandro Sanz; Shakira,Alejandro Sanz Shakira Bésame
553,6NiiHhJPTeSaJR2TfDzpPz,IS IT,Tyla,Tyla IS IT
554,1LjSbD1yQ0RQc6mwxGHw4m,Ms. Whitman,Bhad Bhabie,Bhad Bhabie Ms. Whitman
555,5pa2ZyJ3dIEmxRDW74msQi,Cops & Robbers,Sammy Virji; Skepta,Sammy Virji Skepta Cops & Robbers
556,0QI0JAWUTBJhHq3b4QxeIp,Noventa (with J Balvin),DJ Snake; J Balvin,DJ Snake J Balvin Noventa (with J Balvin)
557,24fWOmkqeWMdAxiOiuXt0k,ART (feat. Latto),Nemzzz; Latto,Nemzzz Latto ART (feat. Latto)
558,7dzuYJwwtNnfcptmbD58aJ,4 Kampé,Joé Dwèt Filé,Joé Dwèt Filé 4 Kampé
559,4mNttG8qiVh4BKrMUrUhCI,Minimum ça,Dr. Yaro,Dr. Yaro Minimum ça
560,1gRaHuKLW9Uo9qYkb7MvGP,Angelito,Bad Gyal; Trueno,Bad Gyal Trueno Angelito
561,6TzgG83Mj85lfnkWTuyO8O,Más Que Tú,Ozuna; Kapo,Ozuna Kapo Más Que Tú
562,08pbRBstuvH7ArRxeb8fwT,Hasta Aquí Llegué,Nanpa Básico; Beéle,Nanpa Básico Beéle Hasta Aquí Llegué
563,2QdSb68BzZGMgCbsrFmSLc,Higher,Tems,Tems Higher
564,0cE68B5sCz9f3snJ5ueTGZ,Cloak & Dagger (feat. J Hus),Burna Boy; J Hus,Burna Boy J Hus Cloak & Dagger (feat. J Hus)
565,4WnlAkJ3S0r6C7ofHy6kNP,Arike,Kunmie,Kunmie Arike
566,5M2lX0ZAYSAzCs1xPPi9BX,Fat Juicy & Wet,Sexyy Red; Bruno Mars,Sexyy Red Bruno Mars Fat Juicy & Wet
567,1k2OaUl9NGaBA4wa3Ommvc,Shine Like Stars,Benji,Benji Shine Like Stars
568,6AriBfTagIjKVUov3WEwOa,Jackie B,&friends; JOSEPH (CH); Brent Faiyaz,&friends JOSEPH (CH) Brent Faiyaz Jackie B
569,7c5uGV9Rys18JP2570ykTu,Isaka (6am),CIZA; Jazzworx; Thukuthela,CIZA Jazzworx Thukuthela Isaka (6am)
570,4gMSTNEKDDw7lSXc2XeOX6,SELENA,Escolano,Escolano SELENA
571,7lcbpfihslisNObKdHjyLo,IA,Clarent; Mora,Clarent Mora IA
572,6dOtVTDdiauQNBQEDOtlAB,BIRDS OF A FEATHER,Billie Eilish,Billie Eilish BIRDS OF A FEATHER
573,6Qb4XQnsuRnMlGxwR3GOGV,Tshwala Bam (feat. S.N.E),TitoM; Yuppe; Burna Boy; S.N.E,TitoM Yuppe Burna Boy S.N.E Tshwala Bam (feat. S.N.E)
574,7qrnsZLQIjYljtyWUkmZNa,Muhuuuuu,Lazare; ADDAM (BE),Lazare ADDAM (BE) Muhuuuuu
575,5tsSdgnZLNhVt78voyyjju,Mina Kupenda,Thierry Von Der Warth; joki; Mugisho,Thierry Von Der Warth joki Mugisho Mina Kupenda
576,3yaMisjmccUHlzZYgSh9zf,Osusu,Famous Pluto; Jeriq,Famous Pluto Jeriq Osusu
577,75NaRkat24l3uKOyfymyzJ,Free,Olamide; Seyi Vibez; Muyeez,Olamide Seyi Vibez Muyeez Free
578,56lGvDVasowdpufZnBJbuB,Titi,Kizz Daniel; FOLA,Kizz Daniel FOLA Titi
579,2nUWADb8oS9q6sa3cZn9zx,Sirenita,Ozuna,Ozuna Sirenita
580,6pXo0WoRNLSid8mbpmJ4Wz,Por Vos,Arcángel; Beéle,Arcángel Beéle Por Vos
581,6Gs0ljTHKNdr0uJrSLIkGd,ALOH ALOH,Kapo,Kapo ALOH ALOH
582,3vTW0qXIitjhZW5kfTwBTv,Champion Sound,Davido; Focalistic,Davido Focalistic Champion Sound
583,6UPiTNzNmUFE59YkkyCs9n,Peggy,Ceechynaa,Ceechynaa Peggy
584,2x03XLsTZ0o86h0cfHrkKF,After Hours,Kehlani,Kehlani After Hours
585,7KVT3NYXWguwJ0zzup1q1S,Underdog (From F1® The Movie),Roddy Ricch; F1 The Album,Roddy Ricch F1 The Album Underdog (From F1® The Movie)
586,66tTks0fdZ1t8Ux7SF0yrZ,Weyu,Lucas Estrada; Lenji; Amadi Blue,Lucas Estrada Lenji Amadi Blue Weyu
587,2KVAO2OAH6a9Tr2DqYL65g,CORAÇAO - 20th Anniversary Mix,Jerry Ropero; HUGEL; Mijangos; Jesús Fernández,Jerry Ropero HUGEL Mijangos Jesús Fernández CORAÇAO - 20th Anniversary Mix
588,73MJ65QLIfsU2GyCt5KQ3a,Uzizwa Kanjan,Jazzworx; MaWhoo; Thukuthela; GL_Ceejay,Jazzworx MaWhoo Thukuthela GL_Ceejay Uzizwa Kanjan
589,6xlxghvkH5yDv93NoHlWOx,Bengicela (feat. Jazzworx),MaWhoo; GL_Ceejay; Thukuthela; Jazzworx,MaWhoo GL_Ceejay Thukuthela Jazzworx Bengicela (feat. Jazzworx)
590,3JW9hNUjUN51X9jZyn2HVV,Ngishutheni,Goon Flavour; Master KG; Eemoh,Goon Flavour Master KG Eemoh Ngishutheni
591,5lfTkFlbDudfdmY51aYuY1,KIKI,Kenneth; Escolano; Zeper,Kenneth Escolano Zeper KIKI
592,2plbrEY59IikOBgBGLjaoe,Die With A Smile,Lady Gaga; Bruno Mars,Lady Gaga Bruno Mars Die With A Smile
593,7HupMpgxBnu6QgEsJibKU0,Simple Things,Emotional Oranges; Nonso Amadi,Emotional Oranges Nonso Amadi Simple Things
594,7L1DT2ByQ331AJkDfjvI5N,Management,Smur Lee; BIGKHALID,Smur Lee BIGKHALID Management
595,5hphSVebVxTpDfrk09W0hS,Doha,Seyi Vibez,Seyi Vibez Doha
596,5emD8K39MmotlCLOx9qzCH,GBP (feat. 21 Savage),Central Cee; 21 Savage,Central Cee 21 Savage GBP (feat. 21 Savage)
597,35dt2bP4CcBzepyufQbvYZ,Fire Fire,Shimza; AR/CO; Kasango,Shimza AR/CO Kasango Fire Fire
598,63cOYqSjpQXEBrMTkBQwrp,Gaddem,Rybeena; Shoday,Rybeena Shoday Gaddem
599,5G5R93fhTnLMXVcoIO6QNa,Mortal Kombat,Muyeez,Muyeez Mortal Kombat
600,7DiNJqM6uyiYqqWX1wsqxG,DONDE TE ESCONDES?,Yapi,Yapi DONDE TE ESCONDES?
601,0KLY7SCQuVA4Hk1nzk61p4,Majo (feat. Wizkid, Alpha P & Tay Iwar),DJ Tunez; Wizkid; Alpha P; Tay Iwar,DJ Tunez Wizkid Alpha P Tay Iwar Majo (feat. Wizkid; Alpha P & Tay Iwar)
602,5Yo66rb2fJC4Knw6UqNFhd,Lira Galore,Dopebwoy; Russ Millions,Dopebwoy Russ Millions Lira Galore
603,0IXL5SPeI849hcz7Cynpk4,COMO TU,DYSTINCT; J Balvin,DYSTINCT J Balvin COMO TU
604,3VSO45erUjYsPi1IFuc43Q,Mussulo (feat. Doddy),DJ Malvado; DJ Aka-m; DODDY,DJ Malvado DJ Aka-m DODDY Mussulo (feat. Doddy)
605,62auSQwzIlyVuqUsxd4w63,Abantwana Bakho (feat. Thatohatsi, Young Stunna & Nkosazana Daughter),DJ Maphorisa; Xduppy; Kabza De Small; Thatohatsi; Young Stunna; Nkosazana Daughter,DJ Maphorisa Xduppy Kabza De Small Thatohatsi Young Stunna Nkosazana Daughter Abantwana Bakho (feat. Thatohatsi; Young Stunna & Nkosazana Daughter)
606,4nP3JxLWurlrvollaDlxsJ,Mali,Dlala Thukzin; Zee Nxumalo; SYKES,Dlala Thukzin Zee Nxumalo SYKES Mali
607,24fRfn3FOM4xk02aE4wief,Vuka (feat. Thukuthela),Oscar Mbo; Jazzworx; Thukuthela,Oscar Mbo Jazzworx Thukuthela Vuka (feat. Thukuthela)
608,6fXDXIPwX97mqCrqLFAt2p,Love,Burna Boy,Burna Boy Love
609,2IocWgGPI0o6rmRDeb7Zrz,Very Soon,BNXN; FOLA,BNXN FOLA Very Soon
610,28NElMiahjGMfcE1G8Y6TG,Laye Mi,BNXN,BNXN Laye Mi
611,6D09vfVjCFlRxOGdmja0yp,I Alone,BNXN,BNXN I Alone
612,0gk91IAv50RJrKRYdlvdWr,La Isla,Kenneth,Kenneth La Isla
613,3KW6KJKinwAszaajAHOSQF,Nu Riddim,Ycee,Ycee Nu Riddim
614,3RMr94P81nO3GtW9MfqNp5,PITY THIS BOY (with Victony),ODUMODUBLVCK; Victony,ODUMODUBLVCK Victony PITY THIS BOY (with Victony)
615,00S54Je0ffaNP8ClzQPjWy,Crazy Love,Tion Wayne; LeoStayTrill; MJ Cole,Tion Wayne LeoStayTrill MJ Cole Crazy Love
616,697Ub7j26uCkn3VtWSucG3,Ice 2 Water,Wakyin; Ronis Goliath; bees & honey,Wakyin Ronis Goliath bees & honey Ice 2 Water
